concept_id_1	concept_id_2	relationship_id	valid_start_date	valid_end_date	invalid_reason
42618934	72986	Maps to	20181128	20991231	
42618990	36714236	Maps to	20181128	20991231	
42619056	76191	Maps to	20181128	20991231	
42619167	438836	Maps to	20161201	20991231	
42619260	4067766	Maps to	20161201	20991231	
44784165	44784165	Maps to	20140131	20991231	
44784472	44784472	Maps to	20140131	20991231	
4116095	4116095	Maps to	19700101	20991231	
4124368	4124368	Maps to	19700101	20991231	
4138294	4138294	Maps to	19700101	20991231	
4159157	4159157	Maps to	19700101	20991231	
4160780	4160780	Maps to	19700101	20991231	
45532869	4087597	Maps to	20140701	20991231	
45533633	4279526	Maps to	19700101	20991231	
45538385	36714994	Maps to	20181128	20991231	
45539031	197036	Maps to	20140701	20991231	
45542027	444074	Maps to	20181128	20991231	
45542348	438657	Maps to	20141014	20991231	
45542749	4028933	Maps to	20161201	20991231	
45542904	137275	Maps to	19700101	20991231	
45543916	436485	Maps to	19700101	20991231	
45544107	45757433	Maps to	20141010	20991231	
45547989	4335747	Maps to	20140701	20991231	
45548191	133834	Maps to	19700101	20991231	
45552032	438046	Maps to	20181128	20991231	
45552867	321596	Maps to	19700101	20991231	
45553677	4109045	Maps to	19700101	20991231	
45556952	198687	Maps to	19700101	20991231	
45557670	4055224	Maps to	20140701	20991231	
45557683	194993	Maps to	19700101	20991231	
45558175	4115107	Maps to	20181128	20991231	
45558422	75652	Maps to	19700101	20991231	
45558442	4111484	Maps to	19700101	20991231	
45560909	435169	Maps to	20140701	20991231	
45561188	434228	Maps to	20181128	20991231	
45561188	437738	Maps to	20181128	20991231	
45565707	4019993	Maps to	20140701	20991231	
45566361	437757	Maps to	20141014	20991231	
45567470	4079750	Maps to	20181128	20991231	
45567679	80502	Maps to	19700101	20991231	
45571932	373785	Maps to	20141014	20991231	
45572942	4233425	Maps to	19700101	20991231	
45575757	444074	Maps to	20181128	20991231	
45576232	261774	Maps to	20141010	20991231	
45576477	441267	Maps to	19700101	20991231	
45577263	4208390	Maps to	20161201	20991231	
45580966	4151397	Maps to	20141014	20991231	
45585935	433403	Maps to	20140701	20991231	
45586108	4096519	Maps to	20161201	20991231	
45586111	432582	Maps to	20161201	20991231	
45586254	432586	Maps to	20181128	20991231	
45590199	437738	Maps to	20181128	20991231	
45590297	434228	Maps to	20181128	20991231	
45590651	441207	Maps to	20161201	20991231	
45591640	138825	Maps to	20141010	20991231	
45594212	4135751	Maps to	20140701	20991231	
45595853	4032799	Maps to	20141010	20991231	
45596931	4063159	Maps to	20140701	20991231	
45597064	4171113	Maps to	20181128	20991231	
45599968	437738	Maps to	20161201	20991231	
45599968	444074	Maps to	20181128	20991231	
45600423	4171379	Maps to	20181128	20991231	
45600740	4098302	Maps to	20141010	20991231	
45605376	4213628	Maps to	20181128	20991231	
45605981	4066736	Maps to	19700101	20991231	
45606219	4167097	Maps to	20140701	20991231	
45609904	4064522	Maps to	20141010	20991231	
45755590	4195545	Maps to	20141010	20991231	
45755700	192753	Maps to	20141010	20991231	
45756142	440896	Maps to	20181128	20991231	
45756142	444074	Maps to	20141010	20991231	
45756190	437738	Maps to	20161201	20991231	
45756190	444074	Maps to	20181128	20991231	
45756540	444074	Maps to	20181128	20991231	
45756573	434228	Maps to	20181128	20991231	
45756573	437738	Maps to	20161201	20991231	
45756627	438028	Maps to	20161201	20991231	
42535743	42535743	Maps to	20180131	20991231	
606366	606366	Maps to	20220128	20991231	
45536814	438028	Maps to	20220809	20991231	
45556046	438028	Maps to	20220809	20991231	
8549	8549	Maps to	19700101	20991231	
8779	8779	Maps to	19700101	20991231	
79914	79914	Maps to	19700101	20991231	
261782	261782	Maps to	19700101	20991231	
320746	320746	Maps to	19700101	20991231	
437828	437828	Maps to	19700101	20991231	
438794	438794	Maps to	19700101	20991231	
440996	440996	Maps to	19700101	20991231	
443400	443400	Maps to	19700101	20991231	
443731	443731	Maps to	19700101	20991231	
443864	443864	Maps to	19700101	20991231	
4001492	4001492	Maps to	19700101	20991231	
4243199	4243199	Maps to	19700101	20991231	
4265426	4265426	Maps to	19700101	20991231	
4289309	4289309	Maps to	19700101	20991231	
4308934	4308934	Maps to	19700101	20991231	
45756503	439452	Maps to	20240729	20991231	
45591143	441546	Maps to	20230927	20991231	
45755325	43531586	Maps to	20181128	20991231	
46284261	46284261	Maps to	20151001	20991231	
3655300	3655300	Maps to	20200731	20991231	
4340964	4340964	Maps to	19700101	20991231	
42616305	762446	Maps to	20181128	20991231	
42616446	439350	Maps to	20161201	20991231	
42616740	762446	Maps to	20181128	20991231	
42616740	4116447	Maps to	20161201	20991231	
42617197	78228	Maps to	20161201	20991231	
42617379	138841	Maps to	20181128	20991231	
42617438	138841	Maps to	20181128	20991231	
42617734	80497	Maps to	20181128	20991231	
42618177	4152852	Maps to	20161201	20991231	
42618465	77635	Maps to	20181128	20991231	
42618465	432719	Maps to	20161201	20991231	
42618696	77630	Maps to	20181128	20991231	
42618795	4115180	Maps to	20161201	20991231	
42618920	77630	Maps to	20181128	20991231	
42619143	77630	Maps to	20181128	20991231	
42619174	77635	Maps to	20181128	20991231	
42619377	138841	Maps to	20181128	20991231	
45533611	194690	Maps to	19700101	20991231	
45534386	437655	Maps to	19700101	20991231	
45538090	4100089	Maps to	20141014	20991231	
45539208	36715374	Maps to	20181128	20991231	
45547464	436039	Maps to	19700101	20991231	
45547506	4003029	Maps to	19700101	20991231	
45551613	443423	Maps to	20141014	20991231	
45556812	4307024	Maps to	20141014	20991231	
45557463	4329707	Maps to	20161201	20991231	
45557986	77630	Maps to	20140701	20991231	
45558341	36713583	Maps to	20181128	20991231	
45561739	4205455	Maps to	19700101	20991231	
45562115	140708	Maps to	19700101	20991231	
45562449	254669	Maps to	19700101	20991231	
45562646	75897	Maps to	20141010	20991231	
45562928	75920	Maps to	20140701	20991231	
45563056	4146482	Maps to	20141010	20991231	
45563312	132342	Maps to	20131121	20991231	
45563604	4016552	Maps to	20141014	20991231	
45566552	4080755	Maps to	20190515	20991231	
45567559	44782549	Maps to	20161201	20991231	
45568052	376225	Maps to	19700101	20991231	
45571666	4096804	Maps to	19700101	20991231	
45572272	4314705	Maps to	19700101	20991231	
45572277	4031164	Maps to	20141010	20991231	
45572967	4145905	Maps to	20140701	20991231	
45577378	4100823	Maps to	19700101	20991231	
45581035	4047347	Maps to	20161201	20991231	
45581271	196064	Maps to	20140701	20991231	
45586061	4216139	Maps to	20140701	20991231	
45586304	43531046	Maps to	20161201	20991231	
45587416	4184996	Maps to	20181128	20991231	
45590992	195500	Maps to	19700101	20991231	
45595434	443340	Maps to	20181128	20991231	
45595539	4062353	Maps to	20161201	20991231	
45596887	200779	Maps to	19700101	20991231	
45597137	4170862	Maps to	19700101	20991231	
45601296	4116447	Maps to	20140701	20991231	
45601713	4059452	Maps to	20181128	20991231	
45605927	4177387	Maps to	19700101	20991231	
45606697	258866	Maps to	20140701	20991231	
45755848	444132	Maps to	20181128	20991231	
45756349	443539	Maps to	20190515	20991231	
45757257	45757257	Maps to	20150131	20991231	
45587425	1244980	Maps to	20240201	20991231	
4188812	4188812	Maps to	19700101	20991231	
4193872	4193872	Maps to	19700101	20991231	
4207968	4207968	Maps to	19700101	20991231	
4222639	4222639	Maps to	19700101	20991231	
4224935	4224935	Maps to	19700101	20991231	
45547724	4335175	Maps to	20210204	20991231	
42618455	77635	Maps to	20210204	20991231	
42617855	138841	Maps to	20220809	20991231	
45595493	37312608	Maps to	20220809	20991231	
45590782	1340204	Maps to	20210406	20991231	
45533446	4108817	Maps to	20140701	20991231	
45539234	440532	Maps to	19700101	20991231	
45539304	4309222	Maps to	20181128	20991231	
45543878	315586	Maps to	20140701	20991231	
45544086	4121803	Maps to	20161201	20991231	
45548736	442594	Maps to	20140701	20991231	
45551182	434819	Maps to	20161201	20991231	
45552197	438066	Maps to	20140701	20991231	
45553452	199067	Maps to	19700101	20991231	
45553994	4009296	Maps to	20141014	20991231	
45561565	443355	Maps to	20141014	20991231	
45565331	197163	Maps to	20140701	20991231	
45568140	4090207	Maps to	20161201	20991231	
45575532	442019	Maps to	20161201	20991231	
45576961	4135466	Maps to	19700101	20991231	
45585957	4084964	Maps to	20131121	20991231	
45586240	4182847	Maps to	20141010	20991231	
45587262	201626	Maps to	19700101	20991231	
45590806	4296067	Maps to	20140701	20991231	
45591398	4336157	Maps to	20181128	20991231	
45591547	254677	Maps to	19700101	20991231	
45595430	441751	Maps to	20141014	20991231	
45595800	4221933	Maps to	20141014	20991231	
45597177	441130	Maps to	19700101	20991231	
45601713	79864	Maps to	20161201	20991231	
45603276	4130851	Maps to	20181128	20991231	
45605358	439773	Maps to	20131121	20991231	
45606513	4329445	Maps to	20141010	20991231	
45755565	76786	Maps to	20141010	20991231	
45755613	4109962	Maps to	20181128	20991231	
45755798	441698	Maps to	20141010	20991231	
45755834	4012455	Maps to	20141010	20991231	
45755848	4094343	Maps to	20181128	20991231	
45755879	4282857	Maps to	20141010	20991231	
45756111	37017452	Maps to	20181128	20991231	
45756349	437165	Maps to	20190515	20991231	
45600651	1245117	Maps to	20240201	20991231	
42618696	1245003	Maps to	20240201	20991231	
45601021	435829	Maps to	19700101	20991231	
45574528	4059554	Maps to	20140701	20991231	
37396219	37396219	Maps to	20160731	20991231	
43021258	43021258	Maps to	20130131	20991231	
79061	79061	Maps to	19700101	20991231	
196653	196653	Maps to	19700101	20991231	
258084	258084	Maps to	19700101	20991231	
373176	373176	Maps to	19700101	20991231	
374362	374362	Maps to	19700101	20991231	
432545	432545	Maps to	19700101	20991231	
434903	434903	Maps to	19700101	20991231	
435850	435850	Maps to	19700101	20991231	
438089	438089	Maps to	19700101	20991231	
439448	439448	Maps to	19700101	20991231	
759811	759811	Maps to	20180131	20991231	
4335873	4335873	Maps to	19700101	20991231	
36674730	36674730	Maps to	20190131	20991231	
36716945	36716945	Maps to	20170131	20991231	
45534418	4111487	Maps to	19700101	20991231	
45537727	432545	Maps to	19700101	20991231	
45538493	4159157	Maps to	20161201	20991231	
45539214	433548	Maps to	20140701	20991231	
45542744	193983	Maps to	19700101	20991231	
45546769	4249827	Maps to	20191031	20991231	
45547753	195259	Maps to	20140701	20991231	
45552161	378953	Maps to	19700101	20991231	
45552862	197006	Maps to	19700101	20991231	
45553426	4244662	Maps to	20181128	20991231	
45556772	433392	Maps to	19700101	20991231	
45560188	4059259	Maps to	20141014	20991231	
45561748	4195014	Maps to	20181128	20991231	
45563001	36717583	Maps to	20181128	20991231	
45568060	256811	Maps to	19700101	20991231	
45571401	42537748	Maps to	20181128	20991231	
45572950	22426	Maps to	19700101	20991231	
45576299	440047	Maps to	20181128	20991231	
45576947	439407	Maps to	20140701	20991231	
45577587	74104	Maps to	20181128	20991231	
45577587	4052737	Maps to	20181128	20991231	
45577718	381115	Maps to	19700101	20991231	
45580754	435135	Maps to	20181128	20991231	
45580962	438323	Maps to	20141014	20991231	
45581199	133710	Maps to	19700101	20991231	
45584816	136871	Maps to	20140701	20991231	
45585975	441793	Maps to	19700101	20991231	
45586508	4182553	Maps to	20140701	20991231	
45587456	4173657	Maps to	20141010	20991231	
45587978	433064	Maps to	20140701	20991231	
45591049	436070	Maps to	20140701	20991231	
45591561	4120269	Maps to	20181128	20991231	
45595642	26052	Maps to	20181128	20991231	
45595796	318712	Maps to	20140701	20991231	
45596230	312934	Maps to	19700101	20991231	
45597075	4121462	Maps to	20190515	20991231	
45598067	36715776	Maps to	20181128	20991231	
45605280	200052	Maps to	20181128	20991231	
45605941	81893	Maps to	20140701	20991231	
45606275	78236	Maps to	20140701	20991231	
45608756	432795	Maps to	20140701	20991231	
42616917	76500	Maps to	20161201	20991231	
42617097	4105114	Maps to	20181128	20991231	
42617150	442628	Maps to	20161201	20991231	
42617286	73553	Maps to	20161201	20991231	
42617611	4153359	Maps to	20191031	20991231	
42617696	75908	Maps to	20161201	20991231	
42617793	4067532	Maps to	20161201	20991231	
42617802	4222001	Maps to	20161201	20991231	
42617996	46270390	Maps to	20161201	20991231	
42618141	4317278	Maps to	20161201	20991231	
42618259	376208	Maps to	20161201	20991231	
42618287	72986	Maps to	20181128	20991231	
42618615	72986	Maps to	20181128	20991231	
42618913	80509	Maps to	20161201	20991231	
42617247	77072	Maps to	20161201	20991231	
42617260	72711	Maps to	20161201	20991231	
42617463	443795	Maps to	20181128	20991231	
42617494	195906	Maps to	20181128	20991231	
42617494	443795	Maps to	20181128	20991231	
42617565	4208390	Maps to	20161201	20991231	
42618106	137275	Maps to	20161201	20991231	
42618390	4001478	Maps to	20161201	20991231	
42618669	80502	Maps to	20161201	20991231	
42618673	80502	Maps to	20161201	20991231	
42618673	44782620	Maps to	20181128	20991231	
42619099	75910	Maps to	20181128	20991231	
42619200	75054	Maps to	20161201	20991231	
42619317	4178431	Maps to	20161201	20991231	
45533613	4245975	Maps to	20141010	20991231	
45533635	4298692	Maps to	20131121	20991231	
45534160	194694	Maps to	20140701	20991231	
45534186	444094	Maps to	20181128	20991231	
45538070	4338035	Maps to	19700101	20991231	
45539083	74706	Maps to	20141014	20991231	
45544127	4111485	Maps to	20161201	20991231	
45551116	4020303	Maps to	20140701	20991231	
45551564	440005	Maps to	20140701	20991231	
45553649	76533	Maps to	19700101	20991231	
45556924	444429	Maps to	20181128	20991231	
45556937	433413	Maps to	19700101	20991231	
45557085	28396	Maps to	20131121	20991231	
45559359	4050389	Maps to	20140701	20991231	
45561748	37017244	Maps to	20181128	20991231	
45566575	439746	Maps to	20181128	20991231	
45566956	376707	Maps to	20141010	20991231	
45567130	377884	Maps to	20140701	20991231	
45567285	435854	Maps to	19700101	20991231	
45576478	432595	Maps to	19700101	20991231	
45579612	444131	Maps to	20140701	20991231	
45581192	36714927	Maps to	20181128	20991231	
45587636	4145094	Maps to	20140701	20991231	
45590666	434547	Maps to	20161201	20991231	
45592146	78473	Maps to	20140701	20991231	
45595080	432510	Maps to	20181128	20991231	
45595609	193693	Maps to	19700101	20991231	
45597314	4233525	Maps to	20140701	20991231	
45600322	36713460	Maps to	20181128	20991231	
45601476	4345332	Maps to	20140701	20991231	
45601927	435641	Maps to	19700101	20991231	
45601995	4004644	Maps to	20141014	20991231	
45605391	4129364	Maps to	19700101	20991231	
45605418	4050977	Maps to	20131121	20991231	
45609600	4168046	Maps to	20181128	20991231	
45755472	253549	Maps to	20141010	20991231	
45755831	435666	Maps to	20141010	20991231	
45755945	4088051	Maps to	20181128	20991231	
42616441	78830	Maps to	20240729	20991231	
45755514	75051	Maps to	20240729	20991231	
42618233	46273620	Maps to	20240729	20991231	
8645	8645	Maps to	19700101	20991231	
8752	8752	Maps to	19700101	20991231	
194589	194589	Maps to	19700101	20991231	
433976	433976	Maps to	19700101	20991231	
436975	436975	Maps to	19700101	20991231	
439786	439786	Maps to	19700101	20991231	
45532946	4001329	Maps to	20150530	20991231	
45534090	441103	Maps to	19700101	20991231	
45537091	201461	Maps to	20161201	20991231	
45537783	438068	Maps to	20161201	20991231	
45538099	375800	Maps to	20161201	20991231	
45538486	4055481	Maps to	19700101	20991231	
45539019	132412	Maps to	20141010	20991231	
45543282	4024127	Maps to	20141010	20991231	
45548007	442604	Maps to	20140701	20991231	
45549274	4144835	Maps to	20140701	20991231	
45553653	433315	Maps to	20140701	20991231	
45554195	4053830	Maps to	20140701	20991231	
45556970	199754	Maps to	20181128	20991231	
45560626	4296205	Maps to	20161201	20991231	
45561939	4034826	Maps to	19700101	20991231	
45567143	79833	Maps to	20140701	20991231	
45568064	4175814	Maps to	20161201	20991231	
45568309	4062251	Maps to	20140701	20991231	
45571401	42709797	Maps to	20181128	20991231	
45572279	141095	Maps to	19700101	20991231	
45576230	198678	Maps to	19700101	20991231	
45576282	433702	Maps to	20140701	20991231	
45576307	194589	Maps to	20181128	20991231	
45577030	200164	Maps to	19700101	20991231	
45581124	37116425	Maps to	20181128	20991231	
45581322	4098747	Maps to	19700101	20991231	
45581366	199771	Maps to	19700101	20991231	
45581768	4339214	Maps to	20161201	20991231	
45581959	4032878	Maps to	20161201	20991231	
45586259	438733	Maps to	20141014	20991231	
45590010	442024	Maps to	20140701	20991231	
45590078	194847	Maps to	20161201	20991231	
45592397	4007082	Maps to	20161201	20991231	
45596526	36715577	Maps to	20181128	20991231	
45596772	141663	Maps to	20140701	20991231	
45600396	46273592	Maps to	20181128	20991231	
45601130	254068	Maps to	20140701	20991231	
45604597	320651	Maps to	20141014	20991231	
45605042	435714	Maps to	20141014	20991231	
45606675	4063155	Maps to	20181128	20991231	
45606863	4243161	Maps to	20161201	20991231	
45608749	4308852	Maps to	20141014	20991231	
45755308	4022218	Maps to	20181128	20991231	
45755518	437954	Maps to	20141010	20991231	
45755524	75346	Maps to	20181128	20991231	
45755698	200564	Maps to	20141010	20991231	
45755709	201996	Maps to	20141010	20991231	
45755985	435696	Maps to	20141010	20991231	
45756225	443423	Maps to	20141010	20991231	
45576230	440029	Maps to	20240729	20991231	
45532994	432585	Maps to	19700101	20991231	
45534151	195599	Maps to	19700101	20991231	
45534942	433064	Maps to	20181128	20991231	
45537009	433921	Maps to	20140701	20991231	
45537106	435119	Maps to	20191031	20991231	
45538393	4110189	Maps to	20141010	20991231	
45539030	4126297	Maps to	19700101	20991231	
45542027	433930	Maps to	20181128	20991231	
45543279	4050884	Maps to	20140701	20991231	
45543983	81636	Maps to	20140701	20991231	
45548105	254066	Maps to	19700101	20991231	
45552644	375545	Maps to	19700101	20991231	
45557843	81939	Maps to	20140701	20991231	
45558175	4209223	Maps to	20141010	20991231	
45560431	4308551	Maps to	20141014	20991231	
45561691	442137	Maps to	19700101	20991231	
45562082	374023	Maps to	20161201	20991231	
45565570	4099774	Maps to	20140701	20991231	
45566572	4247836	Maps to	20181128	20991231	
45567946	74104	Maps to	20181128	20991231	
45568567	4169252	Maps to	20140701	20991231	
45571763	442077	Maps to	20140701	20991231	
45571994	374954	Maps to	20140701	20991231	
45572690	4059456	Maps to	19700101	20991231	
45575757	433930	Maps to	20181128	20991231	
45577110	80809	Maps to	20181128	20991231	
45577110	134453	Maps to	20181128	20991231	
45581133	4347538	Maps to	20181128	20991231	
45581471	4043545	Maps to	20181128	20991231	
45585341	4249827	Maps to	20191031	20991231	
45586569	319825	Maps to	19700101	20991231	
45590297	433930	Maps to	20181128	20991231	
45590879	25748	Maps to	19700101	20991231	
45591192	4134455	Maps to	20141010	20991231	
45591646	4187514	Maps to	19700101	20991231	
45595899	4335169	Maps to	20141014	20991231	
45596881	199067	Maps to	20140701	20991231	
45597729	4175616	Maps to	20140701	20991231	
45608943	4152475	Maps to	20181128	20991231	
45755477	4244662	Maps to	20161201	20991231	
45755520	4083550	Maps to	20181128	20991231	
45755537	4068241	Maps to	20181128	20991231	
45755745	4218146	Maps to	20141010	20991231	
45755779	4306943	Maps to	20141010	20991231	
45755948	4015350	Maps to	20141010	20991231	
45756173	4079646	Maps to	20141010	20991231	
45756540	435134	Maps to	20161201	20991231	
42618524	1245005	Maps to	20240201	20991231	
45557017	36769180	Maps to	20240820	20991231	
195197	195197	Maps to	19700101	20991231	
258182	258182	Maps to	19700101	20991231	
314463	314463	Maps to	19700101	20991231	
432289	432289	Maps to	19700101	20991231	
437912	437912	Maps to	19700101	20991231	
444294	444294	Maps to	19700101	20991231	
4144964	4144964	Maps to	19700101	20991231	
4147411	4147411	Maps to	19700101	20991231	
42617854	138841	Maps to	20220809	20991231	
45563252	45757794	Maps to	20230927	20991231	
45563204	37167270	Maps to	20240226	20991231	
45552071	37312605	Maps to	20240226	20991231	
45576152	1340204	Maps to	20240226	20991231	
42616319	4177365	Maps to	20181128	20991231	
42616343	4167984	Maps to	20161201	20991231	
42616409	40481620	Maps to	20181128	20991231	
42616750	762446	Maps to	20181128	20991231	
42616750	4132810	Maps to	20161201	20991231	
42616857	46270412	Maps to	20161201	20991231	
42616949	75037	Maps to	20161201	20991231	
42617104	77630	Maps to	20181128	20991231	
42617187	78228	Maps to	20161201	20991231	
42617196	77635	Maps to	20181128	20991231	
42617196	78228	Maps to	20161201	20991231	
42617223	77630	Maps to	20181128	20991231	
42617318	4184256	Maps to	20181128	20991231	
42617427	4184423	Maps to	20161201	20991231	
42617691	138841	Maps to	20181128	20991231	
42617802	80497	Maps to	20181128	20991231	
42618287	4000982	Maps to	20161201	20991231	
42618588	40480160	Maps to	20161201	20991231	
42618894	77635	Maps to	20181128	20991231	
42618913	77635	Maps to	20181128	20991231	
42618929	77630	Maps to	20181128	20991231	
42619124	77630	Maps to	20181128	20991231	
42619124	4160354	Maps to	20161201	20991231	
42619162	435902	Maps to	20161201	20991231	
45537614	4048727	Maps to	20181128	20991231	
45538289	437541	Maps to	20181128	20991231	
45538570	4064029	Maps to	19700101	20991231	
45539360	37203929	Maps to	20191031	20991231	
45542540	434567	Maps to	19700101	20991231	
45543268	255573	Maps to	20140701	20991231	
45543383	4299829	Maps to	20131121	20991231	
45543531	75039	Maps to	19700101	20991231	
45544015	194100	Maps to	20140701	20991231	
45544758	440893	Maps to	20140701	20991231	
45547713	439002	Maps to	19700101	20991231	
45548133	4024688	Maps to	20140701	20991231	
45548372	78228	Maps to	20140701	20991231	
45552239	432251	Maps to	20161201	20991231	
45552279	198104	Maps to	20140701	20991231	
45563025	200461	Maps to	19700101	20991231	
45563220	4048592	Maps to	19700101	20991231	
45566516	433417	Maps to	20140701	20991231	
45566693	4082463	Maps to	20181128	20991231	
45566869	4043403	Maps to	20141010	20991231	
45567314	46272242	Maps to	20161201	20991231	
45567833	197921	Maps to	19700101	20991231	
45567851	196734	Maps to	20141014	20991231	
45567974	196751	Maps to	20140701	20991231	
45571818	4256912	Maps to	20140701	20991231	
45572543	77630	Maps to	20140701	20991231	
45576270	4090099	Maps to	19700101	20991231	
45580637	4061564	Maps to	20181128	20991231	
45581033	4112122	Maps to	20181128	20991231	
45581779	316139	Maps to	20140701	20991231	
45582635	436805	Maps to	19700101	20991231	
45596186	4108234	Maps to	20141010	20991231	
45596628	4080368	Maps to	19700101	20991231	
45597011	4062557	Maps to	19700101	20991231	
45597193	4171917	Maps to	19700101	20991231	
45600355	42535090	Maps to	20181128	20991231	
45601691	4029633	Maps to	20181128	20991231	
45604627	443423	Maps to	20141014	20991231	
45755743	4307254	Maps to	20181128	20991231	
45755997	4069060	Maps to	20181128	20991231	
45572204	45772120	Maps to	20240729	20991231	
45553609	37165648	Maps to	20240729	20991231	
42618990	606231	Maps to	20240226	20991231	
45577686	37167347	Maps to	20240226	20991231	
45755710	4220631	Maps to	20240729	20991231	
4181962	4181962	Maps to	20080131	20991231	
4204588	4204588	Maps to	19700101	20991231	
4225905	4225905	Maps to	19700101	20991231	
4242359	4242359	Maps to	19700101	20991231	
4242524	4242524	Maps to	19700101	20991231	
4302908	4302908	Maps to	19700101	20991231	
4306814	4306814	Maps to	19700101	20991231	
4311484	4311484	Maps to	19700101	20991231	
4318103	4318103	Maps to	19700101	20991231	
1529262	42872419	Maps to	20240226	20991231	
42616372	4098475	Maps to	20161201	20991231	
42616503	4114429	Maps to	20161201	20991231	
42617010	76191	Maps to	20181128	20991231	
42617010	44783376	Maps to	20161201	20991231	
42617463	40481975	Maps to	20181128	20991231	
42617730	4222001	Maps to	20161201	20991231	
42617808	4222001	Maps to	20161201	20991231	
42617820	81660	Maps to	20161201	20991231	
42617988	4001654	Maps to	20161201	20991231	
42618012	40490403	Maps to	20161201	20991231	
42618333	76191	Maps to	20181128	20991231	
42618710	45766159	Maps to	20161201	20991231	
42618871	4344381	Maps to	20161201	20991231	
42618977	46273644	Maps to	20181128	20991231	
42619129	72986	Maps to	20181128	20991231	
42619372	4187244	Maps to	20181128	20991231	
45537614	4062771	Maps to	20141014	20991231	
45538584	4160464	Maps to	20131121	20991231	
45542356	441493	Maps to	20141014	20991231	
45548652	197320	Maps to	19700101	20991231	
45552149	200629	Maps to	19700101	20991231	
45552182	432545	Maps to	19700101	20991231	
45553485	4064725	Maps to	20140701	20991231	
45553598	4062569	Maps to	20140701	20991231	
45556827	36713467	Maps to	20181128	20991231	
45556948	442273	Maps to	19700101	20991231	
45557138	433446	Maps to	20140701	20991231	
45567849	196158	Maps to	20140701	20991231	
45570969	433930	Maps to	20181128	20991231	
45571420	434271	Maps to	19700101	20991231	
45571679	4101283	Maps to	19700101	20991231	
45575010	4058494	Maps to	20161201	20991231	
45575633	4110914	Maps to	20141014	20991231	
45575767	436292	Maps to	20181128	20991231	
45576974	45757682	Maps to	20141010	20991231	
45580539	435134	Maps to	20161201	20991231	
45581364	4267558	Maps to	19700101	20991231	
45582574	440795	Maps to	20140701	20991231	
45583534	4149044	Maps to	20161201	20991231	
45585338	435119	Maps to	20191031	20991231	
45586150	4239780	Maps to	20161201	20991231	
45590816	432545	Maps to	19700101	20991231	
45591039	26378	Maps to	19700101	20991231	
45591158	4147498	Maps to	20141010	20991231	
45591608	192680	Maps to	19700101	20991231	
45592326	46284319	Maps to	20161201	20991231	
45595170	433930	Maps to	20181128	20991231	
45595545	4167217	Maps to	20141010	20991231	
45596186	435829	Maps to	20161201	20991231	
45596884	199879	Maps to	19700101	20991231	
45600316	4239302	Maps to	20141014	20991231	
45601233	141375	Maps to	20140701	20991231	
45601862	4129831	Maps to	20140701	20991231	
45606228	4102334	Maps to	20181128	20991231	
45609977	4167217	Maps to	20141010	20991231	
45755713	197417	Maps to	20141010	20991231	
45755734	77112	Maps to	20141010	20991231	
45755743	4042503	Maps to	20181128	20991231	
45756112	37017452	Maps to	20181128	20991231	
45756246	4244882	Maps to	20161201	20991231	
45756332	4303528	Maps to	20141010	20991231	
45756507	435155	Maps to	20181128	20991231	
45773214	45773214	Maps to	20150131	20991231	
45606755	77373	Maps to	20140701	20991231	
45584841	603055	Maps to	20220809	20991231	
45594777	607784	Maps to	20220809	20991231	
45585112	607925	Maps to	20220809	20991231	
45556823	37312604	Maps to	20220809	20991231	
42618163	4176946	Maps to	20210204	20991231	
45600339	4235702	Maps to	20210204	20991231	
45539228	43530894	Maps to	20220809	20991231	
4025181	4025181	Maps to	19700101	20991231	
4033376	4033376	Maps to	19700101	20991231	
4033966	4033966	Maps to	19700101	20991231	
4049043	4049043	Maps to	19700101	20991231	
4049304	4049304	Maps to	19700101	20991231	
4090105	4090105	Maps to	19700101	20991231	
4095576	4095576	Maps to	19700101	20991231	
4099188	4099188	Maps to	19700101	20991231	
4109328	4109328	Maps to	19700101	20991231	
4133223	4133223	Maps to	19700101	20991231	
4141747	4141747	Maps to	19700101	20991231	
4151169	4151169	Maps to	19700101	20991231	
4170116	4170116	Maps to	19700101	20991231	
4178973	4178973	Maps to	19700101	20991231	
42616351	78829	Maps to	20161201	20991231	
42616542	4115161	Maps to	20161201	20991231	
42616655	76191	Maps to	20181128	20991231	
42617020	4291025	Maps to	20161201	20991231	
42617084	4006965	Maps to	20181128	20991231	
42617173	73845	Maps to	20161201	20991231	
42617292	72986	Maps to	20181128	20991231	
42617292	73553	Maps to	20161201	20991231	
42617379	46273239	Maps to	20181128	20991231	
42617896	4169580	Maps to	20161201	20991231	
42617959	73001	Maps to	20161201	20991231	
42617962	72986	Maps to	20181128	20991231	
42617962	73001	Maps to	20161201	20991231	
42618082	78236	Maps to	20161201	20991231	
42618367	72986	Maps to	20181128	20991231	
42618672	72986	Maps to	20181128	20991231	
42619161	80197	Maps to	20161201	20991231	
42619257	4067766	Maps to	20161201	20991231	
42536755	42536755	Maps to	20180131	20991231	
42618455	4117779	Maps to	20210204	20991231	
45600529	36769180	Maps to	20210611	20991231	
45536785	438028	Maps to	20220809	20991231	
45532823	433690	Maps to	19700101	20991231	
45533352	379805	Maps to	20140701	20991231	
45533550	22350	Maps to	19700101	20991231	
45534186	4058243	Maps to	20140701	20991231	
45537814	4033891	Maps to	20161201	20991231	
45546435	438028	Maps to	20161201	20991231	
